Timestamp,Vehicle_ID,Latitude,Longitude,Num_Passengers
1380949200,83,40.73062,-73.99065,0
1380949200,89,40.71429,-74.01153,0
1380949200,112,40.77178,-73.97919,0
1380949200,121,40.73974,-74.00249,0
1380949200,141,40.77114,-73.96392,0
1380949200,142,40.76225,-73.97014,0
1380949200,185,40.73855,-73.99968,0
1380949200,194,40.80827,-73.93879,0
1380949200,210,40.79725,-73.96804,0
1380949200,211,40.73855,-73.99968,0
1380949200,213,40.73043,-74.00012,0
1380949200,267,40.75964,-73.97206,0
1380949200,323,40.73687,-73.97851,0
1380949200,330,40.72730,-73.99363,0
1380949200,332,40.74168,-74.00492,0
1380949200,348,40.75143,-73.97392,0
1380949200,353,40.74464,-74.00273,0
1380949200,361,40.78681,-73.94524,0
1380949200,388,40.75582,-73.97074,0
1380949200,413,40.77110,-73.96171,0
1380949200,420,40.78762,-73.97700,0
1380949200,421,40.75916,-73.98839,0
1380949200,452,40.74719,-73.97567,0
1380949200,485,40.79150,-73.97223,0
1380949200,495,40.77954,-73.95781,0
1380949202,464,40.72449,-73.98164,0
1380949205,28,40.75269,-74.00053,0
1380949205,94,40.76030,-73.99498,0
1380949199,456,40.70788,-74.00147,0
1380949199,456,40.70788,-74.00147,0
1380949199,0,40.76041,-73.98748,0
1380949199,0,40.76041,-73.98748,0
1380949209,72,40.77300,-73.96226,0
1380949200,153,40.86644,-73.93047,0
1380949200,153,40.86644,-73.93047,0
1380949200,201,40.74730,-73.97404,0
1380949200,201,40.74730,-73.97404,0
1380949199,369,40.74905,-73.99575,0
1380949199,369,40.74905,-73.99575,0
1380949200,4,40.81419,-73.96069,0
1380949200,4,40.81419,-73.96069,0
1380949211,137,40.73467,-73.99459,0
1380949199,175,40.72162,-73.99349,0
1380949199,175,40.72162,-73.99349,0
1380949210,175,40.72235,-73.99322,0
1380949214,428,40.78154,-73.96041,0
1380949200,338,40.75591,-73.99537,0
1380949200,338,40.75591,-73.99537,0
1380949213,338,40.75540,-73.99649,0
1380949215,390,40.72264,-73.98791,0
1380949199,77,40.80433,-73.93940,0
1380949199,77,40.80433,-73.93940,0
1380949199,46,40.76624,-73.96023,0
1380949199,46,40.76624,-73.96023,0
1380949209,46,40.76561,-73.96069,0
1380949218,70,40.79471,-73.97192,0
1380949200,81,40.81650,-73.94655,0
1380949200,81,40.81650,-73.94655,0
1380949210,81,40.81717,-73.94606,0
1380949200,144,40.77011,-73.95741,0
1380949200,144,40.77011,-73.95741,0
1380949210,144,40.76948,-73.95787,0
1380949205,387,40.76157,-73.97066,0
1380949205,387,40.76157,-73.97066,0
1380949207,387,40.76166,-73.97086,0
1380949218,387,40.76099,-73.97135,0
1380949223,186,40.73337,-73.98524,0
1380949223,283,40.76411,-73.98849,0
1380949199,84,40.78033,-73.98163,0
1380949199,84,40.78033,-73.98163,0
1380949209,84,40.77960,-73.98185,0
1380949221,84,40.77879,-73.98206,0
1380949216,295,40.72342,-73.99961,0
1380949216,295,40.72342,-73.99961,0
1380949227,178,40.73883,-73.98315,0
1380949227,244,40.76910,-73.95505,0
1380949228,432,40.72458,-73.98750,0
1380949229,199,40.72162,-73.99546,0
1380949230,473,40.72328,-73.98252,0
1380949231,55,40.78391,-73.95030,0
1380949224,180,40.73813,-74.00387,0
1380949224,180,40.73813,-74.00387,0
1380949227,180,40.73813,-74.00414,0
1380949234,368,40.72547,-73.99304,0
1380949208,417,40.74916,-73.97269,0
1380949208,417,40.74916,-73.97269,0
1380949225,417,40.74974,-73.97407,0
1380949205,196,40.76740,-73.98240,0
1380949205,196,40.76740,-73.98240,0
1380949213,196,40.76712,-73.98171,0
1380949225,196,40.76629,-73.98185,0
1380949237,306,40.72142,-73.99903,0
1380949199,336,40.72986,-74.00396,0
1380949199,336,40.72986,-74.00396,0
1380949208,336,40.73045,-74.00430,0
1380949212,336,40.73072,-74.00446,0
1380949216,336,40.73100,-74.00462,0
1380949225,336,40.73154,-74.00494,0
1380949229,336,40.73184,-74.00511,0
1380949209,369,40.74967,-73.99530,1
1380949219,369,40.75029,-73.99485,1
1380949230,117,40.82145,-73.95428,0
1380949230,117,40.82145,-73.95428,0
1380949239,322,40.76910,-73.95505,0
1380949199,68,40.71495,-74.00968,0
1380949199,68,40.71495,-74.00968,0
1380949215,68,40.71437,-74.00840,0
1380949224,68,40.71494,-74.00795,0
1380949218,113,40.73764,-73.98612,0
1380949218,113,40.73764,-73.98612,0
1380949227,113,40.73733,-73.98539,0
1380949237,113,40.73696,-73.98451,0
1380949247,424,40.73407,-73.99966,0
1380949241,419,40.70906,-74.01696,0
1380949241,419,40.70906,-74.01696,0
1380949247,386,40.72502,-73.99487,0
1380949247,386,40.72502,-73.99487,0
1380949198,397,40.73911,-74.00316,0
1380949198,397,40.73911,-74.00316,0
1380949207,397,40.73942,-74.00387,0
1380949224,397,40.74003,-74.00530,0
1380949231,397,40.74026,-74.00586,0
1380949198,262,40.76803,-73.98141,0
1380949198,262,40.76803,-73.98141,0
1380949201,262,40.76826,-73.98149,0
1380949205,262,40.76840,-73.98176,0
1380949210,262,40.76832,-73.98223,0
1380949221,262,40.76769,-73.98200,0
1380949222,262,40.76768,-73.98188,0
1380949231,262,40.76712,-73.98171,0
1380949242,262,40.76629,-73.98185,0
1380949198,183,40.72619,-73.98943,0
1380949198,183,40.72619,-73.98943,0
1380949227,183,40.72520,-73.98705,0
1380949236,183,40.72580,-73.98662,0
1380949246,183,40.72641,-73.98618,0
1380949198,288,40.77218,-73.98207,0
1380949198,288,40.77218,-73.98207,0
1380949208,288,40.77292,-73.98210,0
1380949209,288,40.77301,-73.98211,0
1380949221,288,40.77383,-73.98212,0
1380949232,288,40.77464,-73.98209,0
1380949243,288,40.77544,-73.98206,0
1380949254,288,40.77626,-73.98202,0
1380949245,362,40.78180,-73.98118,0
1380949245,362,40.78180,-73.98118,0
1380949247,362,40.78172,-73.98098,0
1380949260,67,40.77789,-73.95174,0
1380949232,97,40.79656,-73.97226,0
1380949232,97,40.79656,-73.97226,0
1380949248,97,40.79600,-73.97092,0
1380949250,97,40.79592,-73.97075,0
1380949260,146,40.77042,-73.96221,0
1380949260,177,40.77789,-73.95174,0
1380949241,243,40.74273,-73.98458,0
1380949241,243,40.74273,-73.98458,0
1380949260,273,40.76082,-73.96290,0
1380949260,305,40.79099,-73.96521,0
1380949260,311,40.74230,-74.00854,0
1380949260,343,40.73816,-73.98364,0
1380949260,367,40.75738,-73.96670,0
1380949260,375,40.77269,-73.94949,0
1380949260,382,40.74959,-74.00279,0
1380949260,385,40.74897,-74.00324,0
1380949260,412,40.77178,-73.97919,0
1380949260,418,40.74797,-73.97052,0
1380949260,459,40.70823,-74.01438,0
1380949260,478,40.74835,-74.00368,0
1380949260,490,40.80426,-73.96293,0
1380949216,280,40.74832,-73.97071,0
1380949216,280,40.74832,-73.97071,0
1380949218,280,40.74841,-73.97091,0
1380949240,280,40.74975,-73.96993,0
1380949198,166,40.75413,-73.98834,0
1380949198,166,40.75413,-73.98834,0
1380949208,166,40.75352,-73.98879,0
1380949226,166,40.75290,-73.98732,0
1380949242,166,40.75232,-73.98595,0
1380949252,166,40.75294,-73.98549,0
1380949197,379,40.73642,-74.00662,0
1380949197,379,40.73642,-74.00662,0
1380949206,379,40.73653,-74.00582,0
1380949211,379,40.73688,-74.00553,0
1380949216,379,40.73661,-74.00531,0
1380949225,379,40.73597,-74.00513,0
1380949235,379,40.73530,-74.00493,0
1380949244,379,40.73465,-74.00475,0
1380949253,379,40.73401,-74.00456,0
1380949256,379,40.73380,-74.00447,0
1380949223,8,40.79948,-73.95539,0
1380949223,8,40.79948,-73.95539,0
1380949225,8,40.79941,-73.95521,0
1380949234,8,40.79999,-73.95479,0
1380949245,8,40.80062,-73.95430,0
1380949255,8,40.80125,-73.95384,0
1380949255,332,40.74168,-74.00492,1
1380949237,196,40.76545,-73.98199,1
1380949247,196,40.76474,-73.98221,1
1380949234,284,40.72242,-73.98716,0
1380949234,284,40.72242,-73.98716,0
1380949243,284,40.72217,-73.98633,0
1380949245,284,40.72229,-73.98626,0
1380949257,284,40.72301,-73.98575,0
1380949249,7,40.78404,-73.95649,0
1380949249,7,40.78404,-73.95649,0
1380949260,87,40.76024,-73.96151,0
1380949260,87,40.76024,-73.96151,0
1380949197,308,40.73344,-73.99549,0
1380949197,308,40.73344,-73.99549,0
1380949206,308,40.73286,-73.99590,0
1380949216,308,40.73226,-73.99635,0
1380949230,308,40.73141,-73.99698,0
1380949250,308,40.73221,-73.99861,0
1380949270,247,40.71992,-74.00259,0
1380949271,398,40.77623,-73.95587,0
1380949273,105,40.79144,-73.97600,0
1380949273,155,40.79287,-73.94776,0
1380949197,123,40.72807,-73.99895,0
1380949197,123,40.72807,-73.99895,0
1380949215,123,40.72700,-73.99987,0
1380949217,123,40.72689,-73.99997,0
1380949235,123,40.72577,-74.00090,0
1380949256,123,40.72455,-74.00193,0
1380949277,64,40.70923,-74.00019,0
1380949197,74,40.76484,-73.98053,0
1380949197,74,40.76484,-73.98053,0
1380949232,74,40.76365,-73.97769,0
1380949242,74,40.76432,-73.97720,0
1380949251,342,40.77764,-73.95919,0
1380949251,342,40.77764,-73.95919,0
1380949261,342,40.77700,-73.95966,0
1380949230,245,40.75478,-73.97994,0
1380949230,245,40.75478,-73.97994,0
1380949240,245,40.75415,-73.98040,0
1380949254,262,40.76545,-73.98199,1
1380949271,262,40.76484,-73.98053,1
1380949248,108,40.76607,-73.95186,0
1380949248,108,40.76607,-73.95186,0
1380949271,108,40.76686,-73.95375,0
1380949262,166,40.75356,-73.98504,1
1380949272,166,40.75418,-73.98460,1
1380949197,429,40.76234,-73.98235,0
1380949197,429,40.76234,-73.98235,0
1380949207,429,40.76172,-73.98281,0
1380949217,429,40.76109,-73.98325,0
1380949227,429,40.76046,-73.98371,0
1380949237,429,40.75984,-73.98417,0
1380949272,429,40.75865,-73.98134,0
1380949290,76,40.70799,-74.00802,0
1380949246,118,40.72841,-73.99425,0
1380949246,118,40.72841,-73.99425,0
1380949256,118,40.72783,-73.99475,0
1380949266,118,40.72721,-73.99527,0
1380949280,118,40.72664,-73.99413,0
1380949259,130,40.75776,-73.97342,0
1380949259,130,40.75776,-73.97342,0
1380949261,130,40.75785,-73.97363,0
1380949271,130,40.75722,-73.97409,0
1380949281,130,40.75660,-73.97454,0
1380949255,183,40.72699,-73.98575,1
1380949264,183,40.72760,-73.98531,1
1380949253,95,40.76297,-73.97397,0
1380949253,95,40.76297,-73.97397,0
1380949230,136,40.80193,-73.94151,0
1380949230,136,40.80193,-73.94151,0
1380949233,136,40.80182,-73.94123,0
1380949243,136,40.80244,-73.94078,0
1380949254,136,40.80307,-73.94031,0
1380949264,136,40.80370,-73.93985,0
1380949274,136,40.80433,-73.93940,0
1380949265,231,40.76938,-73.99504,0
1380949265,231,40.76938,-73.99504,0
1380949267,231,40.76925,-73.99485,0
1380949238,336,40.73245,-74.00546,1
1380949254,336,40.73293,-74.00398,1
1380949264,336,40.73225,-74.00358,1
1380949272,336,40.73175,-74.00329,1
1380949276,336,40.73147,-74.00313,1
1380949280,336,40.73114,-74.00294,1
1380949283,336,40.73092,-74.00281,1
1380949197,58,40.75657,-73.99028,0
1380949197,58,40.75657,-73.99028,0
1380949208,58,40.75723,-73.98979,0
1380949219,58,40.75791,-73.98930,0
1380949228,58,40.75853,-73.98884,0
1380949238,58,40.75916,-73.98839,0
